organization,fiscal_year_label,fiscal_year,fiscal_year_is_partial,month_abbr,month_num,calendar_year,calendar_month_label,calendar_month_start,component,region,land_filter,location_name,location_type,drug_type,count_of_event,sum_qty_lbs,lat,lon,source_dataset,source_file
AMO,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.01,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,2,4.630000000000001,29.9511,-90.0715,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,2.2,32.7157,-117.1611,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,19.63,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Field Office,Fentanyl,1,0.01322773572,39.2904,-76.6122,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,6,5.11031523316,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Field Office,Fentanyl,2,0.153331503221,42.3314,-83.0458,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,4,30.778295473296,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Field Office,Fentanyl,1,0.0703715540304,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,2,0.0148150640064,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,3,6.944561253,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,4,0.55997414548,40.7128,-74.006,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,52,406.52577521391385,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Field Office,Fentanyl,1,0.0110231131,37.7749,-122.4194,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Field Office,Fentanyl,1,0.002645547144,47.6062,-122.3321,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,37,170.55965896234724,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,2,6.242100000000001,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,3,2.0988,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,2,2.5697,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,18,9.5952,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAR,3,2021,2021-03,2021-03-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,6,10.6422,32.6927,-114.6277,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,1,0.24,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,2.18,42.607,-82.836,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.04,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,NASOC,Fentanyl,2,0.02,35.0844,-106.6504,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,3.51,32.7157,-117.1611,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,1.19,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,6,2.8172431536456,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Field Office,Fentanyl,1,0.0066579603124,42.3314,-83.0458,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,4,21.608388147668,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Field Office,Fentanyl,2,0.200841120682,29.7604,-95.3698,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,3,23.5051793112374,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,3,4.631581431227,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,55,476.3916990464168,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,1,18.9156620796,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,35,213.05536933735976,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,2,0.396170684814,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Sector,Fentanyl,1,0.2447,30.3585,-103.662,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,4,11.7143,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,3,29.987,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Sector,Fentanyl,1,14.837,26.3017,-98.1633,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,3,35.1017,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,15,25.9872,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,APR,4,2021,2021-04,2021-04-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,1,7.0106,32.6927,-114.6277,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,5,1.7200000000000002,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,1,0.0,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,2.2,38.7509,-77.4753,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Other,Fentanyl,1,130.1,19.4326,-99.1332,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,NASOC,Fentanyl,4,0.11,35.0844,-106.6504,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.14,47.9253,-97.0329,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,1.25,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Field Office,Fentanyl,1,0.0020723452628,42.8864,-78.8784,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,13,10.76847918739,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Field Office,Fentanyl,1,0.0170196866264,42.3314,-83.0458,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,2,2.767021850362,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,3,9.4393342560182,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Field Office,Fentanyl,1,2.2707612986,34.0522,-118.2437,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,1,0.02425084882,40.7128,-74.006,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,59,459.2311590808252,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Field Office,Fentanyl,2,0.104278649926,18.4655,-66.1057,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,28,350.500163542604,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,1,0.324299987402,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Sector,Fentanyl,1,2.8043,30.3585,-103.662,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Sector,Fentanyl,1,0.8818,48.9937,-122.7471,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,1,0.36,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Sector,Fentanyl,1,36.3759,26.3017,-98.1633,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,5,8.1964,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,12,65.37249999999999,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,MAY,5,2021,2021-05,2021-05-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,2,0.1758,32.6927,-114.6277,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,0.6,33.9533,-117.3962,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,3,0.5900000000000001,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,1.77,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.71,47.9253,-97.0329,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.15,29.9511,-90.0715,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,0.25,32.7157,-117.1611,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,3.8,32.7157,-117.1611,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,1,0.803144020466,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Field Office,Fentanyl,2,0.0434972042926,42.3314,-83.0458,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,5,25.0445129632,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,6,71.67602923465401,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,1,4.960400895,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,6,0.6900468800599999,40.7128,-74.006,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,46,633.8392767914095,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,1,17.5928885076,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,18,248.2304980253052,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,2,2.590211116238,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,1,0.028,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,5,0.0688,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,5,20.7363,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Sector,Fentanyl,1,0.0481,47.6588,-117.426,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2021,2021,false,JUN,6,2021,2021-06,2021-06-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,10,30.0582,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,0.33,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,4.81,42.607,-82.836,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
