organization,fiscal_year_label,fiscal_year,fiscal_year_is_partial,month_abbr,month_num,calendar_year,calendar_month_label,calendar_month_start,component,region,land_filter,location_name,location_type,drug_type,count_of_event,sum_qty_lbs,lat,lon,source_dataset,source_file
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Field Office,Fentanyl,8,0.7497921530619999,42.8864,-78.8784,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,17,4.5654207064008,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,2,0.533959598564,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,3,81.64158486384,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,1,1.45946017444,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,1,0.00661386786,40.7128,-74.006,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,36,734.4097735167954,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Field Office,Fentanyl,1,0.0024912235606,47.6062,-122.3321,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,22,171.01195933906638,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,2,0.0827174407024,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Sector,Fentanyl,1,0.0344,48.9937,-122.7471,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,3,52.721500000000006,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,2,0.1840999999999999,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Sector,Fentanyl,2,0.3703999999999999,25.7617,-80.1918,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,10,106.0676,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,14,118.54319999999996,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,APR,4,2022,2022-04,2022-04-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,1,16.17,32.6927,-114.6277,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.01,42.607,-82.836,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,4.41,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,26.57,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.75,32.6927,-114.6277,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Field Office,Fentanyl,2,0.296301280128,33.749,-84.388,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,1,0.005732018812,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,4,24.538992996434,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Field Office,Fentanyl,1,1.014567329724,29.7604,-95.3698,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,1,4.9824471212,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,1,1.139569432278,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,15,0.43651527876,40.7128,-74.006,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,38,509.5550214087072,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,1,2.9982867632,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,15,343.31183716651066,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,1,2.48240507012,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,4,31.9867,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,4,2.7348000000000003,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,5,150.57649999999998,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,MAY,5,2022,2022-05,2022-05-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,21,4.113000000000001,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,4,3.24,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.18,42.607,-82.836,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.6499999999999999,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Air Branch,Fentanyl,1,0.04,27.5036,-99.5075,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.07,29.9511,-90.0715,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,38.46000000000001,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,3,3.0200000000000005,32.6927,-114.6277,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Field Office,Fentanyl,1,0.35053499658,33.749,-84.388,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Field Office,Fentanyl,1,1.4770971554,39.2904,-76.6122,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,4,21.0945347073984,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,10,29.0709916239156,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Field Office,Fentanyl,1,5.917648036604,29.7604,-95.3698,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,1,22.0021337476,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Field Office,Fentanyl,1,1.1133344231,34.0522,-118.2437,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Field Office,Fentanyl,1,0.00220462262,25.7617,-80.1918,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,2,15.983513995,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,4,0.07054792384,40.7128,-74.006,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Field Office,Fentanyl,1,0.26675933702,38.9072,-77.0369,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,33,301.3357563430319,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Field Office,Fentanyl,2,0.340834657052,18.4655,-66.1057,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,13,183.3553327412796,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,3,33.278800000000004,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,3,1.5823,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,4,42.5085,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Sector,Fentanyl,1,3.0955,47.6588,-117.426,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,25,37.17269999999999,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUN,6,2022,2022-06,2022-06-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,1,0.1074,32.6927,-114.6277,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,107,82.02000000000001,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,2.4,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,3,0.66,38.7509,-77.4753,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,1.43,32.6927,-114.6277,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Field Office,Fentanyl,1,0.75398093604,33.749,-84.388,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,5,39.598108726868,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Field Office,Fentanyl,7,0.3425983551479999,42.3314,-83.0458,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,12,42.4994802796928,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Field Office,Fentanyl,1,0.5291094288,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Field Office,Fentanyl,1,1.051825452002,29.7604,-95.3698,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,2,2.0563176563526,27.5036,-99.5075,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Field Office,Fentanyl,2,8.908880007419999,25.7617,-80.1918,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,4,6.4374980504,29.9511,-90.0715,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,50,1121.634717033169,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Field Office,Fentanyl,2,0.026565702571,47.6062,-122.3321,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,30,557.1229731842327,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,1,0.013448197982,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,2,14.859,32.792,-115.5631,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Sector,Fentanyl,2,0.0144,31.7619,-106.485,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,6,303.2685,32.7157,-117.1611,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,16,14.5123,32.2226,-110.9747,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,JUL,7,2022,2022-07,2022-07-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,1,46.22,32.6927,-114.6277,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
AMO,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,9.29,48.7519,-122.4787,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,4.63,42.607,-82.836,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marine Branch,Fentanyl,1,0.19,29.7604,-95.3698,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.05,30.3322,-81.6557,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,25.26,32.2226,-110.9747,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
AMO,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,1.28,32.6927,-114.6277,amo_fentanyl_branch_monthly_2019_2026_dec.csv,amo-drug-seizures-fy19-fy22.csv
CBP,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Field Office,Fentanyl,2,1.68874092692,33.749,-84.388,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
CBP,2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,8,17.700474091456,41.8781,-87.6298,cbp_fentanyl_aor_monthly_2019_2026_dec.csv,nationwide-drugs-fy19-fy22.csv
