fiscal_year_label,fiscal_year,fiscal_year_is_partial,month_abbr,month_num,calendar_year,calendar_month_label,calendar_month_start,component,region,land_filter,area_of_responsibility,aor_type,drug_type,count_of_event,sum_qty_lbs,source_file
2019,2019,false,MAY,5,2019,2019-05,2019-05-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,2,0.00881849048,nationwide-drugs-fy19-fy22.csv
2019,2019,false,MAY,5,2019,2019-05,2019-05-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,20,334.4745412555621,nationwide-drugs-fy19-fy22.csv
2019,2019,false,MAY,5,2019,2019-05,2019-05-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,16,39.3745599932,nationwide-drugs-fy19-fy22.csv
2019,2019,false,MAY,5,2019,2019-05,2019-05-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,1,7.4956,nationwide-drugs-fy19-fy22.csv
2019,2019,false,MAY,5,2019,2019-05,2019-05-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,2,0.8383999999999999,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Field Office,Fentanyl,1,0.016314207388,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,2,8.847150574059999,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Field Office,Fentanyl,1,0.056658801334,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,1,12.2136093148,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Field Office,Fentanyl,2,0.00661386786,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Field Office,Fentanyl,20,0.0480607731159999,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,1,22.376919593,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,1,2.05470828184,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,10,148.81202685,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,16,76.33064897226,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,1,0.087523518014,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,2,18.9596,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,2,0.9424,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUN,6,2019,2019-06,2019-06-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,2,2.6069,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,1,0.08598028218,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Field Office,Fentanyl,8,0.0645733965398,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Field Office,Fentanyl,22,0.055776952286,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,2,1.39111687322,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,22,101.5902890107196,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Field Office,Fentanyl,1,0.09369646135,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,10,27.4797611554782,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Field Office,Fentanyl,1,2.2266688462,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,1,4.94,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Sector,Fentanyl,1,7.8263,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Sector,Fentanyl,1,4.1887,nationwide-drugs-fy19-fy22.csv
2019,2019,false,JUL,7,2019,2019-07,2019-07-01,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Sector,Fentanyl,2,3.7588,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Field Office,Fentanyl,1,0.7165023515,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Field Office,Fentanyl,3,13.89132712862,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Field Office,Fentanyl,30,0.2802075350019999,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Field Office,Fentanyl,1,10.87540338446,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Field Office,Fentanyl,1,0.69776305923,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Field Office,Fentanyl,1,0.012345886672,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Field Office,Fentanyl,30,0.091271376468,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Field Office,Fentanyl,1,3.307374854524,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Field Office,Fentanyl,1,0.0661386786,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Field Office,Fentanyl,21,211.52267159948332,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Field Office,Fentanyl,23,0.3457068730422,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Field Office,Fentanyl,3,0.2801413963233999,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Field Office,Fentanyl,12,19.952275635524,nationwide-drugs-fy19-fy22.csv
2019,2019,false,AUG,8,2019,2019-08,2019-08-01,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Sector,Fentanyl,3,3.521,nationwide-drugs-fy19-fy22.csv
