state_abbr,state_name,census_subregion,census_region,year,population,od_synth_latest_month_count_year,od_synth_latest_month_per100k_year,od_synth_year_sum_count,od_synth_year_sum_per100k,od_synth_year_end_12mo_count,od_synth_year_end_12mo_per100k,od_all_latest_month_count_year,od_all_latest_month_per100k_year,od_all_year_sum_count,od_all_year_sum_per100k,od_all_year_end_12mo_count,od_all_year_end_12mo_per100k,fentanyl_laws_total,fentanyl_laws_possession,fentanyl_laws_distribution_delivery,fentanyl_laws_exposing_others,fentanyl_laws_other,fentanyl_laws_sum_by_type,nflis_reports_year,nflis_unique_substances_year,nflis_unique_bases_year,cnx_recv_shipments_year,cnx_recv_quantity_kg_year,cnx_recv_value_usd_year,cnx_recv_unique_hs6_year,cnx_recv_chem_shipments_year,cnx_recv_chem_quantity_kg_year,cnx_recv_chem_value_usd_year,cnx_recv_chem_unique_chemicals_year,cnx_send_shipments_year,cnx_send_quantity_kg_year,cnx_send_value_usd_year,cnx_send_unique_hs6_year,cnx_send_chem_shipments_year,cnx_send_chem_quantity_kg_year,cnx_send_chem_value_usd_year,cnx_send_chem_unique_chemicals_year
TX,Texas,West South Central,South,2023,30503301,173.25,0.567971,2550,8.359751,2550,8.359751,227,0.744182,3133,10.27102,3133,10.27102,0,0,0,0,0,0,5433,17,12,861,76707579,92003179.466977,88,4,400000,525180.414062,1,796,52292969,76781330.04747,120,0,0,0,0
UT,Utah,Mountain,West,2023,3417734,35.25,1.031385,335,9.801816,335,9.801816,47.583333,1.392248,497,14.541799,497,14.541799,0,0,0,0,0,0,1274,8,5,14,253400,188783,1,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2023,8715698,134.75,1.546061,1926,22.098058,1926,22.098058,137.833333,1.581438,2054,23.566672,2054,23.566672,3,3,0,0,0,3,9845,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Vermont,New England,Northeast,2023,647464,19.75,3.050363,211,32.588684,211,32.588684,18.416667,2.844431,221,34.133172,221,34.133172,1,0,1,0,0,1,952,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2023,7812880,233.416667,2.987588,2687,34.391927,2687,34.391927,243.5,3.116648,2865,36.670216,2865,36.670216,0,0,0,0,0,0,4255,12,8,5,21698,198131.667634,5,0,0,0,0,22,40900,200363.917,4,0,0,0,0
WI,Wisconsin,East North Central,Midwest,2023,5910955,70.916667,1.19975,1297,21.942309,1297,21.942309,89.166667,1.508498,1406,23.786342,1406,23.786342,2,1,1,0,0,2,1364,11,6,3,1100,33484.899178,2,0,0,0,0,2,1013,12918.577,2,0,0,0,0
WV,West Virginia,South Atlantic,South,2023,1770071,96.666667,5.461175,1158,65.421105,1158,65.421105,107,6.044955,1205,68.076365,1205,68.076365,2,0,2,0,0,2,3657,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2023,584057,3.166667,0.542185,32.166667,5.507453,62,10.615402,6.666667,1.141441,84,14.382158,84,14.382158,1,0,0,1,0,1,1139,7,6,0,0,0,0,0,0,0,0,1,747,29397.16,1,0,0,0,0
AK,Alaska,Pacific,West,2024,740133,8.083333,1.092146,255,34.453267,255,34.453267,12,1.62133,276,37.290595,276,37.290595,0,0,0,0,0,0,780,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2024,5157699,69.916667,1.355579,714,13.843382,714,13.843382,69.666667,1.350732,797,15.452627,797,15.452627,6,1,4,1,0,6,806,9,6,0,0,0,0,0,0,0,0,1,0,2.96,1,0,0,0,0
AR,Arkansas,West South Central,South,2024,3088354,9.333333,0.302211,125,4.047463,125,4.047463,15.916667,0.515377,163,5.277892,163,5.277892,9,2,5,1,3,11,1424,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2024,7582384,160.916667,2.122244,1525,20.112408,1525,20.112408,186,2.453054,1727,22.776478,1727,22.776478,1,0,1,0,0,1,14268,13,8,1,208,3148.496164,1,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2024,39431263,338.916667,0.859513,5265,13.352349,5265,13.352349,413,1.047392,5929,15.036292,5929,15.036292,5,2,0,0,3,5,13787,40,31,72,239085,1429035.21559,22,0,0,0,0,11,397983,179799.806562,5,0,0,0,0
CO,Colorado,Mountain,West,2024,5957494,84.833333,1.423977,724.333333,12.158356,817,13.71382,91.333333,1.533083,870.333333,14.609051,1016,17.054151,8,3,3,0,2,8,2186,12,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2024,3675069,69.833333,1.900191,766,20.843146,766,20.843146,77.166667,2.099734,858,23.3465,858,23.3465,0,0,0,0,0,0,914,13,9,2,31840,60480,1,0,0,0,0,84,0,1228.735,25,0,0,0,0
DE,Delaware,South Atlantic,South,2024,1051917,30,2.851936,269,25.57236,269,25.57236,34.083333,3.240116,299,28.424296,299,28.424296,0,0,0,0,0,0,58,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Florida,South Atlantic,South,2024,23372215,148.25,0.6343,2308,9.874973,3592,15.368676,176.75,0.75624,2582,11.047306,4017,17.187074,5,0,3,1,1,5,8050,22,16,5,31355,119326.955031,4,0,0,0,0,6,0,306599.98,4,0,0,0,0
GA,Georgia,South Atlantic,South,2024,11180878,68.416667,0.611908,1074,9.605686,1074,9.605686,93.333333,0.834759,1265,11.313959,1265,11.313959,1,0,1,0,0,1,1425,7,5,7,146335,718696.852052,1,0,0,0,0,30,4992,94323.497,14,0,0,0,0
HI,Hawaii,Pacific,West,2024,1446146,,,,,,,17.833333,1.233163,17.833333,1.233163,132,9.127709,0,0,0,0,0,0,100,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2024,3241488,15.666667,0.483317,93,2.869053,125,3.856254,18.666667,0.575867,129,3.979654,172,5.306205,1,0,1,0,0,1,967,8,7,11,116424,784772.194541,1,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2024,2001619,3.5,0.174858,125,6.244945,125,6.244945,12.833333,0.641148,196,9.792073,196,9.792073,1,0,1,0,0,1,1580,8,7,0,0,0,0,0,0,0,0,2,0,10,2,0,0,0,0
IL,Illinois,East North Central,Midwest,2024,12710158,93.083333,0.732354,1668,13.123362,1668,13.123362,116.25,0.914623,1873,14.736245,1873,14.736245,2,1,1,0,0,2,4756,11,6,5,60000,1418494.248815,3,0,0,0,0,7,200000,42784.749766,7,0,0,0,0
IN,Indiana,East North Central,Midwest,2024,6924275,62.666667,0.905029,1044,15.077391,1044,15.077391,78.666667,1.1361,1151,16.622679,1151,16.622679,1,0,1,0,0,1,2749,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kansas,West North Central,Midwest,2024,2970606,33.666667,1.133327,286,9.627665,286,9.627665,39.25,1.321279,346,11.647455,346,11.647455,4,0,3,0,1,4,1840,11,10,9,5260,124499.490614,5,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentucky,East South Central,South,2024,4588372,70.916667,1.545574,934,20.355804,934,20.355804,80.416667,1.752619,1063,23.167258,1063,23.167258,7,0,6,0,1,7,3395,15,11,6,80975,294651.504635,4,0,0,0,0,1,0,2640.02,1,0,0,0,0
LA,Louisiana,West South Central,South,2024,4597740,,,,,,,,,,,,,4,1,3,0,0,4,3780,13,10,3,200000,121378.328125,2,0,0,0,0,1,0,10,1,0,0,0,0
MA,Massachusetts,New England,Northeast,2024,7136171,87.75,1.229651,1257,17.614488,1257,17.614488,104.083333,1.458532,1341,18.79159,1341,18.79159,1,0,1,0,0,1,7144,16,11,8,1951,16407.139049,7,0,0,0,0,1,0,0,1,0,0,0,0
MD,Maryland,South Atlantic,South,2024,6263220,66.083333,1.055102,1309,20.899793,1309,20.899793,76.166667,1.216094,1457,23.262795,1457,23.262795,3,1,2,0,0,3,3383,16,13,1,2016,8001.515789,1,0,0,0,0,4,0,5975.016,2,0,0,0,0
ME,Maine,New England,Northeast,2024,1405012,31.166667,2.218249,346,24.626124,346,24.626124,34.583333,2.461426,385,27.401901,385,27.401901,4,1,3,0,0,4,148,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Michigan,East North Central,Midwest,2024,10140459,104.916667,1.034634,104.916667,1.034634,1722,16.98148,118.416667,1.167764,118.416667,1.167764,1891,18.648071,0,0,0,0,0,0,824,10,5,5,46311,6596169.897355,2,0,0,0,0,10,0,0,1,0,0,0,0
MN,Minnesota,West North Central,Midwest,2024,5793151,33.333333,0.575392,610,10.529675,610,10.529675,46.333333,0.799795,678,11.703475,678,11.703475,3,2,1,0,0,3,2000,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Missouri,West North Central,Midwest,2024,6245466,49.416667,0.791241,839,13.433745,839,13.433745,63.083333,1.010066,934,14.954849,934,14.954849,2,0,2,0,0,2,5182,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,East South Central,South,2024,2943045,17.833333,0.605948,250,8.494603,250,8.494603,16.25,0.552149,287,9.751805,287,9.751805,1,0,1,0,0,1,689,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2024,1137233,6.5,0.571563,73,6.419089,73,6.419089,8.083333,0.71079,96,8.441542,96,8.441542,2,1,1,0,0,2,1993,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2024,11046024,,,,,,,,,,,,,2,1,1,0,0,2,7835,18,13,41,50590,638718.028796,8,0,0,0,0,3,300000,71076.910156,2,0,0,0,0
ND,North Dakota,West North Central,Midwest,2024,796568,1.916667,0.240616,27.5,3.45231,54,6.779082,3.833333,0.481231,49,6.151389,84,10.545239,0,0,0,0,0,0,1056,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2024,2005466,,,,,,,,,,,,,0,0,0,0,0,0,316,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2024,1409032,26.75,1.898466,222,15.755497,222,15.755497,31.5,2.235577,246,17.458794,246,17.458794,1,0,1,0,0,1,1929,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2024,9500851,102.416667,1.077974,1479,15.567027,1479,15.567027,105.666667,1.112181,1598,16.819546,1598,16.819546,0,0,0,0,0,0,10934,32,27,41,154659,2987064.315193,18,0,0,0,0,37,302302,234191.001938,19,0,0,0,0
NM,New Mexico,Mountain,West,2024,2130256,48.416667,2.27281,428,20.091482,428,20.091482,64.416667,3.023893,502,23.565243,502,23.565243,0,0,0,0,0,0,3906,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2024,3267467,65,1.989309,799,24.453193,799,24.453193,71.166667,2.178038,937,28.676648,937,28.676648,2,2,0,0,0,2,324,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2024,19867248,77.333333,0.38925,1554,7.821919,1554,7.821919,101,0.508374,1749,8.803434,1749,8.803434,0,0,0,0,0,0,4177,22,18,51,6341840,17543155.091139,16,2,38268,450235.189018,1,38,3067790,3066966.023336,7,0,0,0,0
OH,Ohio,East North Central,Midwest,2024,11883304,86.666667,0.729315,2084,17.53721,2084,17.53721,117.75,0.990886,2276,19.152922,2276,19.152922,5,0,5,0,0,5,19709,24,19,5,33408,99165.255955,5,0,0,0,0,57,67492,592954.033,31,0,0,0,0
OK,Oklahoma,West South Central,South,2024,4095393,46.666667,1.139492,515,12.575106,515,12.575106,61.583333,1.503722,595,14.52852,595,14.52852,4,0,4,0,0,4,2758,15,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OR,Oregon,Pacific,West,2024,4272371,76.75,1.796426,998,23.359395,998,23.359395,90.333333,2.114361,1106,25.887265,1106,25.887265,4,0,4,0,0,4,1728,10,6,10,191000,250228.310389,1,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2024,13078751,,,,,,,,,,,,,0,0,0,0,0,0,13970,20,14,1,3344,2217.298164,1,0,0,0,0,402,100000,99.2,88,0,0,0,0
RI,Rhode Island,New England,Northeast,2024,1112308,5,0.449516,202,18.160438,202,18.160438,15.333333,1.378515,232,20.857532,232,20.857532,2,0,2,0,0,2,795,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2024,5478831,72.75,1.327838,930,16.974424,930,16.974424,85.75,1.565115,1047,19.109916,1047,19.109916,2,1,1,0,0,2,2481,14,10,1,1060,18771.396527,1,0,0,0,0,7,256851,446180.453,6,0,0,0,0
SD,South Dakota,West North Central,Midwest,2024,924669,3.916667,0.423575,24,2.595523,24,2.595523,6.416667,0.693942,38,4.109579,38,4.109579,1,0,1,0,0,1,38,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tennessee,East South Central,South,2024,7227750,97.666667,1.351273,1696,23.465117,1696,23.465117,114.666667,1.586478,1850,25.595794,1850,25.595794,2,0,2,0,0,2,7299,14,10,2,26902,48205.358701,2,0,0,0,0,9,158667,179750.15,7,0,0,0,0
TX,Texas,West South Central,South,2024,31290831,91.25,0.291619,1870,5.976192,1870,5.976192,146,0.46659,2415,7.717916,2415,7.717916,0,0,0,0,0,0,5321,19,14,806,79403043,73701962.93051,70,0,0,0,0,699,43962399,121380708.936774,115,0,0,0,0
UT,Utah,Mountain,West,2024,3503613,23.25,0.663601,303,8.648215,303,8.648215,30.583333,0.872908,451,12.872426,451,12.872426,0,0,0,0,0,0,1447,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2024,8811195,77.75,0.8824,1064,12.075547,1064,12.075547,77.833333,0.883346,1175,13.335308,1175,13.335308,3,3,0,0,0,3,8847,10,7,7,121804,113856.420352,1,0,0,0,0,0,0,0,0,0,0,0,0
VT,Vermont,New England,Northeast,2024,648493,4.75,0.732467,165,25.443605,165,25.443605,4.416667,0.681066,175,26.985642,175,26.985642,1,0,1,0,0,1,98,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2024,7958180,231.416667,2.907909,2342,29.428839,2342,29.428839,254.5,3.197967,2537,31.879148,2537,31.879148,0,0,0,0,0,0,5140,15,10,3,4358,42350.004546,3,0,0,0,0,119,183360,637498.415216,38,0,0,0,0
WI,Wisconsin,East North Central,Midwest,2024,5960975,40.916667,0.686409,708,11.877252,708,11.877252,61.166667,1.026118,808,13.55483,808,13.55483,2,1,1,0,0,2,1568,12,7,6,2449,33830.083165,6,0,0,0,0,17,980,15572.043,4,0,0,0,0
WV,West Virginia,South Atlantic,South,2024,1769979,27.666667,1.563107,586,33.107737,586,33.107737,37,2.09042,636,35.93263,636,35.93263,2,0,2,0,0,2,3410,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2024,587618,1.166667,0.198542,24.166667,4.112649,35,5.95625,4.666667,0.794167,58.666667,9.98381,58,9.870358,1,0,0,1,0,1,661,7,7,0,0,0,0,0,0,0,0,1,865,33739.31,1,0,0,0,0
AK,Alaska,Pacific,West,2025,740133,12.083333,1.632589,168.75,22.799956,217,29.319055,17,2.296884,190,25.671062,241,32.561715,0,0,0,0,0,0,432,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2025,5157699,27.916667,0.541262,327.25,6.344884,484,9.38403,32.666667,0.633357,383,7.425792,557,10.799389,6,1,4,1,0,6,312,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Arkansas,West South Central,South,2025,3088354,15.333333,0.496489,91.666667,2.96814,117,3.788426,21.916667,0.709655,114.25,3.699382,152,4.921716,9,2,5,1,3,11,593,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2025,7582384,126.916667,1.673836,1569.25,20.695997,1953,25.757071,157,2.070589,1724,22.736912,2176,28.698098,1,0,1,0,0,1,8623,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2025,39431263,299.916667,0.760606,3690.25,9.358691,4667,11.835786,362,0.918053,4161,10.552541,5336,13.53241,5,2,0,0,3,5,12275,29,24,58,136976,807327.701555,14,0,0,0,0,83,98921,236230.331,44,0,0,0,0
CO,Colorado,Mountain,West,2025,5957494,71.833333,1.205764,715.666667,12.012881,957,16.063801,92.333333,1.549869,812.666667,13.641082,1135,19.051635,8,3,3,0,2,8,1699,9,7,1,6120,18512.714347,1,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2025,3675069,44.833333,1.219932,485.5,13.210636,620,16.870432,47.166667,1.283423,563.5,15.333045,718,19.537048,0,0,0,0,0,0,835,13,10,1,15000,0,1,0,0,0,0,235,862,136176.343,9,0,0,0,0
DE,Delaware,South Atlantic,South,2025,1051917,7,0.665452,189,17.967197,246,23.385876,10.083333,0.958567,203.75,19.369399,270,25.667424,0,0,0,0,0,0,56,4,4,2,4029,245906.548216,1,0,0,0,0,0,0,0,0,0,0,0,0
FL,Florida,South Atlantic,South,2025,23372215,,,,,,,,,,,,,5,0,3,1,1,5,7503,17,13,2,0,0,1,0,0,0,0,5,0,60240.603,5,0,0,0,0
GA,Georgia,South Atlantic,South,2025,11180878,63.416667,0.567189,538.75,4.818495,784,7.011972,80.333333,0.718489,682,6.0997,954,8.532425,1,0,1,0,0,1,860,8,6,3,45552,191883.106126,2,0,0,0,0,14,7544,132920.914,8,0,0,0,0
HI,Hawaii,Pacific,West,2025,1446146,,,,,,,9.833333,0.679968,9.833333,0.679968,115,7.952171,0,0,0,0,0,0,54,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2025,3241488,1.666667,0.051417,50,1.542501,100,3.085003,0.666667,0.020567,65,2.005252,148,4.565804,1,0,1,0,0,1,822,9,7,10,83160,422133.799058,3,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2025,2001619,4.5,0.224818,97.5,4.871057,116,5.795309,10.833333,0.541229,146.5,7.319075,180,8.99272,1,0,1,0,0,1,921,6,5,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
IL,Illinois,East North Central,Midwest,2025,12710158,59.083333,0.464851,893.75,7.031777,1175,9.244574,79.25,0.623517,1051.25,8.270944,1375,10.818119,2,1,1,0,0,2,4786,13,10,8,101248,494846.778648,6,1,212,3588.639906,1,22,5,27233.314,8,0,0,0,0
IN,Indiana,East North Central,Midwest,2025,6924275,46.666667,0.673957,610,8.809587,795,11.481346,61.666667,0.890587,703,10.152687,912,13.171054,1,0,1,0,0,1,2550,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kansas,West North Central,Midwest,2025,2970606,15.666667,0.52739,182,6.126696,254,8.550444,19.25,0.648016,224.25,7.548965,312,10.502907,4,0,3,0,1,4,745,11,9,0,0,0,0,0,0,0,0,5,1422,26943.975,4,0,0,0,0
KY,Kentucky,East South Central,South,2025,4588372,33.916667,0.739187,435.25,9.485935,639,13.926508,42.416667,0.924438,567.75,12.37367,808,17.609732,7,0,6,0,1,7,274,5,5,4,5808,33231.622119,4,0,0,0,0,0,0,0,0,0,0,0,0
LA,Louisiana,West South Central,South,2025,4597740,,,,,,,,,,,,,4,1,3,0,0,4,2613,13,11,2,6326,3393.242723,2,0,0,0,0,0,0,0,0,0,0,0,0
MA,Massachusetts,New England,Northeast,2025,7136171,51.75,0.725179,676.75,9.483377,913,12.793976,53.083333,0.743863,746.75,10.464295,1016,14.237327,1,0,1,0,0,1,5622,15,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MD,Maryland,South Atlantic,South,2025,6263220,64.083333,1.023169,770.75,12.30597,961,15.343545,75.166667,1.200128,867.5,13.850703,1102,17.594784,3,1,2,0,0,3,2262,13,10,4,4491,50835.789575,4,0,0,0,0,2,0,2905,1,0,0,0,0
ME,Maine,New England,Northeast,2025,1405012,13.166667,0.937121,176.5,12.56217,248,17.651095,7.583333,0.539734,199.25,14.181374,286,20.355698,4,1,3,0,0,4,104,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Michigan,East North Central,Midwest,2025,10140459,72.916667,0.719067,72.916667,0.719067,914,9.013399,86.416667,0.852197,86.416667,0.852197,1082,10.670128,0,0,0,0,0,0,512,9,6,1,9900,71902.741935,1,0,0,0,0,32,0,0,3,0,0,0,0
MN,Minnesota,West North Central,Midwest,2025,5793151,34.333333,0.592654,464,8.009458,570,9.839205,45.333333,0.782533,524,9.045164,660,11.392764,3,2,1,0,0,3,1549,13,10,0,0,0,0,0,0,0,0,49,54,54603.014,4,0,0,0,0
MO,Missouri,West North Central,Midwest,2025,6245466,36.416667,0.58309,530.75,8.498165,674,10.791829,41.083333,0.657811,585.75,9.378804,757,12.120793,2,0,2,0,0,2,4105,12,10,0,0,0,0,0,0,0,0,3,0,33095.58,2,0,0,0,0
MS,Mississippi,East South Central,South,2025,2943045,9.833333,0.334121,158.5,5.385579,213,7.237402,17.25,0.586128,197.25,6.702242,258,8.766431,1,0,1,0,0,1,154,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2025,1137233,3.5,0.307765,72.5,6.375123,87,7.650147,3.083333,0.271126,89.75,7.891962,115,10.112264,2,1,1,0,0,2,1164,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2025,11046024,,,,,,,,,,,,,2,1,1,0,0,2,6381,16,12,30,47200,235557.179955,4,1,11440,80567.351771,1,26,3833,167935.036,11,0,0,0,0
ND,North Dakota,West North Central,Midwest,2025,796568,11.916667,1.496001,11.916667,1.496001,41,5.147081,17.833333,2.238771,17.833333,2.238771,70,8.787699,0,0,0,0,0,0,166,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2025,2005466,,,,,,,,,,,,,0,0,0,0,0,0,124,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2025,1409032,0,0,126,8.942309,178,12.632786,0,0,142,10.077841,199,14.123171,1,0,1,0,0,1,1101,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2025,9500851,58.416667,0.614857,819.75,8.628174,1111,11.693689,71.666667,0.754318,915,9.630716,1234,12.98831,0,0,0,0,0,0,7004,28,25,84,1151324,2871891.432441,23,0,0,0,0,176,6250,590429.438,66,0,0,0,0
NM,New Mexico,Mountain,West,2025,2130256,53.416667,2.507523,437.75,20.549173,542,25.442951,58.416667,2.742237,488.75,22.943252,623,29.245311,0,0,0,0,0,0,2055,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2025,3267467,71,2.172937,379,11.599199,731,22.37207,85.166667,2.606504,439,13.435484,863,26.411896,2,2,0,0,0,2,61,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2025,19867248,33.333333,0.16778,658,3.311984,902,4.540136,36,0.181203,752,3.785124,1074,5.405882,0,0,0,0,0,0,3002,18,14,50,8627494,21739205.151798,12,0,0,0,0,147,91085,18552381.234,10,0,0,0,0
OH,Ohio,East North Central,Midwest,2025,11883304,100.666667,0.847127,1157,9.736349,1445,12.159918,107.75,0.906734,1255.75,10.567347,1627,13.691478,5,0,5,0,0,5,14985,23,19,11,9945,90004.870562,8,0,0,0,0,80,70852,650703.825,53,0,0,0,0
OK,Oklahoma,West South Central,South,2025,4095393,0,0,18.666667,0.455797,410,10.011249,0,0,4.583333,0.111914,483,11.79374,4,0,4,0,0,4,1893,12,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OR,Oregon,Pacific,West,2025,4272371,9.75,0.228211,478,11.188167,769,17.999373,0.333333,0.007802,537.666667,12.584737,864,20.222963,4,0,4,0,0,4,1089,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2025,13078751,,,,,,,,,,,,,0,0,0,0,0,0,9297,14,11,16,14393,68007.604263,6,0,0,0,0,10,41,282612.5,7,0,0,0,0
RI,Rhode Island,New England,Northeast,2025,1112308,9,0.809128,111,9.97925,137,12.316732,6.333333,0.569387,120,10.788379,162,14.564311,2,0,2,0,0,2,726,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2025,5478831,41.75,0.762024,540.75,9.869806,732,13.360514,48.75,0.889788,663.75,12.114811,871,15.897552,2,1,1,0,0,2,2121,10,8,0,0,0,0,0,0,0,0,6,154260,365219.491,3,0,0,0,0
SD,South Dakota,West North Central,Midwest,2025,924669,0,0,19.5,2.108863,25,2.70367,0,0,24.916667,2.694658,37,4.001432,1,0,1,0,0,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tennessee,East South Central,South,2025,7227750,67.666667,0.936207,1042,14.416658,1351,18.691847,76.666667,1.060727,1147,15.869392,1495,20.684169,2,0,2,0,0,2,6536,13,11,3,28704,54547.780476,2,0,0,0,0,5,217226,372698.243,2,0,0,0,0
TX,Texas,West South Central,South,2025,31290831,98.25,0.31399,1094.25,3.497031,1374,4.391063,140,0.447415,1445,4.617966,1871,5.979387,0,0,0,0,0,0,3348,13,10,206,22169703,20774015.231676,34,0,0,0,0,251,8526890,14906267.417816,60,0,0,0,0
UT,Utah,Mountain,West,2025,3503613,10.25,0.292555,203.25,5.801154,260,7.420911,15.583333,0.444779,336.25,9.597236,425,12.130335,0,0,0,0,0,0,1064,7,5,3,1096,4949.220107,3,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2025,8811195,35.75,0.405734,573.75,6.511603,766,8.693486,48.833333,0.554219,663.5,7.530193,883,10.021342,3,3,0,0,0,3,5787,9,7,8,151432,142085.490349,1,0,0,0,0,0,0,0,0,0,0,0,0
VT,Vermont,New England,Northeast,2025,648493,3.75,0.578264,61.75,9.522077,92,14.186738,5.416667,0.83527,72.75,11.218317,107,16.499793,1,0,1,0,0,1,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2025,7958180,114.416667,1.437724,1702.75,21.396224,2317,29.114697,136.5,1.715216,1859.5,23.365895,2517,31.627835,0,0,0,0,0,0,4252,14,11,2,0,0,1,0,0,0,0,25,30981,178761.017,4,0,0,0,0
WI,Wisconsin,East North Central,Midwest,2025,5960975,24.916667,0.417996,352.25,5.909268,471,7.901392,26.166667,0.438966,393.5,6.601269,568,9.528643,2,1,1,0,0,2,743,6,5,8,4678,27618.607922,7,0,0,0,0,22,1030,19312.718,5,0,0,0,0
WV,West Virginia,South Atlantic,South,2025,1769979,26.666667,1.506609,346,19.548255,441,24.91555,32,1.807931,388,21.921164,491,27.740442,2,0,2,0,0,2,2461,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
