fiscal_year_label,fiscal_year,fiscal_year_is_partial,month_abbr,month_num,calendar_year,calendar_month_label,calendar_month_start,component,region,land_filter,branch,branch_type,drug_type,count_of_event,sum_qty_lbs,source_file
2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,2.2,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAR,3,2021,2021-03,2021-03-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,19.63,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,1,0.24,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,2.18,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.04,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,NASOC,Fentanyl,2,0.02,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,3.51,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,APR,4,2021,2021-04,2021-04-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,1.19,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,5,1.7200000000000002,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,1,0.0,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,2.2,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Other,Fentanyl,1,130.1,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,NASOC,Fentanyl,4,0.11,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.14,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,MAY,5,2021,2021-05,2021-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,1.25,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,0.6,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,3,0.5900000000000001,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,1.77,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.71,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.15,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Southwest Border,Land,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,0.25,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUN,6,2021,2021-06,2021-06-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,3.8,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,0.33,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,4.81,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,4,4.41,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,7,31.13,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,6.88,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,20.48,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,JUL,7,2021,2021-07,2021-07-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,2.21,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,3,0.83,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.76,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Air Branch,Fentanyl,1,2.59,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,3,19.73,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,NASOC,Fentanyl,1,0.0,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,12.15,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,10,64.02,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,AUG,8,2021,2021-08,2021-08-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.0,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,SEP,9,2021,2021-09,2021-09-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,8.94,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,SEP,9,2021,2021-09,2021-09-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,2.87,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,SEP,9,2021,2021-09,2021-09-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,4.56,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,SEP,9,2021,2021-09,2021-09-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,5.69,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,SEP,9,2021,2021-09,2021-09-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,5,12.94,amo-drug-seizures-fy19-fy22.csv
2021,2021,false,SEP,9,2021,2021-09,2021-09-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,7.01,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,OCT,10,2021,2021-10,2021-10-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,6.08,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,OCT,10,2021,2021-10,2021-10-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,OCT,10,2021,2021-10,2021-10-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.03,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,OCT,10,2021,2021-10,2021-10-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,3,30.6,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,OCT,10,2021,2021-10,2021-10-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,5,5.07,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,7,11.57,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.07,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,5,29.39,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,5.16,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Other,Fentanyl,1,89.3,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,5,10.45,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,7.5,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,NOV,11,2021,2021-11,2021-11-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.36,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,DEC,12,2021,2021-12,2021-12-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,0.04,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,DEC,12,2021,2021-12,2021-12-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,3,0.22,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,DEC,12,2021,2021-12,2021-12-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,6,0.2799999999999999,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,DEC,12,2021,2021-12,2021-12-01,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,NASOC,Fentanyl,1,12.13,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,DEC,12,2021,2021-12,2021-12-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,2.56,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,63.95,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,2.12,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,4,14.37,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marine Branch,Fentanyl,3,0.09,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.16,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,2,0.0,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,6,167.77999999999997,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,8.72,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JAN,1,2022,2022-01,2022-01-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,9,21.49,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,FEB,2,2022,2022-02,2022-02-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,15,34.37000000000001,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,FEB,2,2022,2022-02,2022-02-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,3,0.06,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,FEB,2,2022,2022-02,2022-02-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,3,0.0,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,FEB,2,2022,2022-02,2022-02-01,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,NASOC,Fentanyl,1,0.12,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,FEB,2,2022,2022-02,2022-02-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,0.36,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,FEB,2,2022,2022-02,2022-02-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,37.58,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,125.69,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,11,84.36,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,0.28,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,9.41,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,4,1.4500000000000002,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,3,0.01,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,2,8.82,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,2,0.25,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,0.3299999999999999,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,0.53,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAR,3,2022,2022-03,2022-03-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,0.54,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,29.19,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,5.66,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,2.36,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,2,0.01,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marine Branch,Fentanyl,1,0.05,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Other,Fentanyl,1,109.57,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,NASOC,Fentanyl,1,0.11,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.02,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,17.03,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,APR,4,2022,2022-04,2022-04-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,1.28,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.01,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,4.41,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,26.57,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,MAY,5,2022,2022-05,2022-05-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.75,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,4,3.24,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.18,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.6499999999999999,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Air Branch,Fentanyl,1,0.04,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.07,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,38.46000000000001,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUN,6,2022,2022-06,2022-06-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,3,3.0200000000000005,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,107,82.02000000000001,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,2.4,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,3,0.66,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,JUL,7,2022,2022-07,2022-07-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,1.43,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,9.29,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,4.63,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marine Branch,Fentanyl,1,0.19,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.05,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,25.26,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,AUG,8,2022,2022-08,2022-08-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,1.28,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,9,18.69,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.31,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,9.04,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,1,0.6,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,4,0.27,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,NASOC,Fentanyl,1,0.99,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,3,31.87,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,5,95.92,amo-drug-seizures-fy19-fy22.csv
2022,2022,false,SEP,9,2022,2022-09,2022-09-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,4.23,amo-drug-seizures-fy19-fy22.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,12,6.73,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.04,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,3,0.1,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,3,105.18,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,3,0.37,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,1.27,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,OCT,10,2022,2022-10,2022-10-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,11.99,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,2,238.51,amo-drug-seizures-fy23-fy26-dec.csv
