fiscal_year_label,fiscal_year,fiscal_year_is_partial,month_abbr,month_num,calendar_year,calendar_month_label,calendar_month_start,component,region,land_filter,branch,branch_type,drug_type,count_of_event,sum_qty_lbs,source_file
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,1.46,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marine Branch,Fentanyl,1,0.01,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.13,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,1,0.73,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,8,19.14,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,NASOC,Fentanyl,1,0.35,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,5,9.67,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,NOV,11,2022,2022-11,2022-11-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,2.69,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,DEC,12,2022,2022-12,2022-12-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.7,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,DEC,12,2022,2022-12,2022-12-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,6,0.53,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,DEC,12,2022,2022-12,2022-12-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,3,0.0699999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,DEC,12,2022,2022-12,2022-12-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.32,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,DEC,12,2022,2022-12,2022-12-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,5,84.39,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,1.98,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,12.79,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,12,139.05,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,3,1.12,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,12,9.28,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.2,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,61.86,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JAN,1,2023,2023-01,2023-01-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.47,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,0.86,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,2.54,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,2,7.390000000000001,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.31,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.76,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,1.0,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,2.05,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,12.79,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,FEB,2,2023,2023-02,2023-02-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,4.84,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,10,50.27,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,5,3.15,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.73,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,2,0.2299999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,1,0.08,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,1.01,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,2.04,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,5.05,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAR,3,2023,2023-03,2023-03-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,4,42.47,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,7,66.64,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,6.32,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,2.23,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.35,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,3,32.01,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,6,9.28,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,APR,4,2023,2023-04,2023-04-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,3.75,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,1,0.9,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,1.11,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,29.29,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,13,19.47,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Marine Branch,Fentanyl,1,42.0,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,4,0.0699999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Southwest Border,Land,NASOC - Sierra Vista,NASOC,Fentanyl,2,4.84,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,21.45,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,MAY,5,2023,2023-05,2023-05-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,2.34,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,13,104.32,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,4.15,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,10,3.22,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,3,24.57,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,5,4.1000000000000005,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,2,0.81,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,2.65,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,1.85,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUN,6,2023,2023-06,2023-06-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,2,97.71,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUL,7,2023,2023-07,2023-07-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,6,25.77,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUL,7,2023,2023-07,2023-07-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,1.05,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUL,7,2023,2023-07,2023-07-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,2.38,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUL,7,2023,2023-07,2023-07-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,10,3.77,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,JUL,7,2023,2023-07,2023-07-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,4,44.48,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,4,7.680000000000001,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,2.49,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,11,2.83,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.17,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,NASOC,Fentanyl,3,0.02,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Southwest Border,Land,NASOC - San Angelo,NASOC,Fentanyl,1,0.33,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,2,2.7,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,AUG,8,2023,2023-08,2023-08-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,3,14.6,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,SEP,9,2023,2023-09,2023-09-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,1,6.88,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,SEP,9,2023,2023-09,2023-09-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.55,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,SEP,9,2023,2023-09,2023-09-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.24,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,SEP,9,2023,2023-09,2023-09-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,2,0.27,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,SEP,9,2023,2023-09,2023-09-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,2,0.33,amo-drug-seizures-fy23-fy26-dec.csv
2023,2023,false,SEP,9,2023,2023-09,2023-09-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,1,2.45,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,4.14,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,42.32,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,3,0.52,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Air Branch,Fentanyl,1,0.31,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Air Branch,Fentanyl,1,0.35,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,6,115.85,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.13,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,OCT,10,2023,2023-10,2023-10-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,11.46,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,1,533.71,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.31,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Air Branch,Fentanyl,1,0.17,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.06,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,NOV,11,2023,2023-11,2023-11-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,57.69,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,DEC,12,2023,2023-12,2023-12-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,11.02,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,DEC,12,2023,2023-12,2023-12-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,3,0.04,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,2,519.15,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,1.42,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,1,0.24,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.03,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,1,0.25,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,4,21.78,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,JAN,1,2024,2024-01,2024-01-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Center,Fentanyl,1,46.85,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,11,28.21,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Southwest Border,Land,El Paso Air Branch,Air Branch,Fentanyl,1,6.61,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,2,1.44,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,4,14.25,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.02,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,0.09,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Coastal/Interior,Other,National Air Training Center Oklahoma City,Center,Fentanyl,3,0.3399999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,FEB,2,2024,2024-02,2024-02-01,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Air Branch,Fentanyl,2,4.74,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,12,6.069999999999999,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,4,0.34,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marine Branch,Fentanyl,1,0.71,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,1,0.06,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.0,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,3,12.61,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marine Branch,Fentanyl,2,0.19,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marine Branch,Fentanyl,1,2.2,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,MAR,3,2024,2024-03,2024-03-01,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Air Branch,Fentanyl,1,0.12,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Air Branch,Fentanyl,8,22.47,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Other,Fentanyl,2,0.55,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marine Branch,Fentanyl,1,0.05,amo-drug-seizures-fy23-fy26-dec.csv
2024,2024,false,APR,4,2024,2024-04,2024-04-01,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Air Branch,Fentanyl,1,1.19,amo-drug-seizures-fy23-fy26-dec.csv
