state_abbr,state_name,year,hs6,shipment_records,total_quantity_kg,total_value_usd
MI,Michigan,2018,340420,2,200000.0,34146.9609375
NC,North Carolina,2018,283691,1,0.0,120000.0
NJ,New Jersey,2018,170191,1,100000.0,65560.671875
NJ,New Jersey,2018,282510,2,17944.0,68764.211
NJ,New Jersey,2018,292910,1,40000.0,152000.0
NJ,New Jersey,2018,381300,1,100000.0,21807.609375
NY,New York,2018,281122,98,1873338.0,690053.345
NY,New York,2018,281820,1,25.0,60.211
NY,New York,2018,282890,1,100000.0,22254.744140625
NY,New York,2018,382440,7,136422.0,52392.46
OH,Ohio,2018,382490,1,417.0,1750.021
PA,Pennsylvania,2018,285000,2,80.0,4796.021
PA,Pennsylvania,2018,310210,1,0.0,80.31699999999998
PA,Pennsylvania,2018,392390,1,18.0,6.013000000000001
SD,South Dakota,2018,842430,1,409.0,11210.001
TN,Tennessee,2018,291550,2,158758.0,208211.965
TX,Texas,2018,271012,7,528036.0,565739.628
TX,Texas,2018,280610,6,3809.0,58479.934
TX,Texas,2018,280800,2,68311.0,39947.436
TX,Texas,2018,284020,1,100000.0,26370.56640625
TX,Texas,2018,290250,1,20239.0,30307.331
TX,Texas,2018,290943,1,19980.0,27811.665000000005
TX,Texas,2018,291422,3,49062.0,86220.57800000001
TX,Texas,2018,291539,9,168724.0,104561.403
TX,Texas,2018,291612,4,83660.0,136172.662
TX,Texas,2018,291711,1,11975.0,11866.118
TX,Texas,2018,292910,1,20000.0,62248.653
TX,Texas,2018,340420,2,200000.0,23812.119140625
TX,Texas,2018,381300,1,100000.0,36477.515625
TX,Texas,2018,381400,4,82783.0,65616.91500000001
TX,Texas,2018,390720,5,112240.0,227021.055
TX,Texas,2018,392330,1,960.0,976.681
TX,Texas,2018,551529,1,100000.0,4975.7456
TX,Texas,2018,731100,6,4999.0,17000.019
TX,Texas,2018,732690,6,4999.0,7000.002
VA,Virginia,2018,382313,4,309582.0,300421.978
WA,Washington,2018,291300,1,960.0,6217.18
AL,Alabama,2019,293090,8,800000.0,128341.568359375
AL,Alabama,2019,293590,2,200000.0,37535.55859375
CA,California,2019,280038,18,2100580.0,460281.107421875
CA,California,2019,392069,1,100000.0,45426.11328125
CT,Connecticut,2019,151530,2,20000.0,23108.6953125
CT,Connecticut,2019,381590,2,20000.0,27823.2578125
CT,Connecticut,2019,390730,2,20000.0,41665.69140625
CT,Connecticut,2019,441520,2,20000.0,8968.232421875
FL,Florida,2019,130239,1,0.0,114.849
FL,Florida,2019,285000,2,489.0,25270.578
FL,Florida,2019,290544,1,0.0,446.125
FL,Florida,2019,290719,1,0.0,51.044
FL,Florida,2019,291619,1,0.0,4900.225999999999
FL,Florida,2019,291631,1,0.0,5104.402000000001
FL,Florida,2019,292910,3,60000.0,123019.995
FL,Florida,2019,390720,2,44620.0,75853.986
FL,Florida,2019,392390,1,10.0,3.224
GA,Georgia,2019,340490,4,400000.0,186814.74609375
IL,Illinois,2019,151530,1,10000.0,19070.380859375
IL,Illinois,2019,210690,1,10000.0,6833.60986328125
IL,Illinois,2019,280610,3,2100.0,4999.719665527344
IL,Illinois,2019,280700,2,200.0,1235.4859619140625
IL,Illinois,2019,280920,2,200.0,1235.4859619140625
IL,Illinois,2019,281511,1,10.0,0.0
IL,Illinois,2019,290110,1,100.0,737.0731811523438
IL,Illinois,2019,291411,2,1100.0,4184.700622558594
IL,Illinois,2019,291521,1,100.0,737.0731811523438
IL,Illinois,2019,292211,1,100.0,1333.3514404296875
IL,Illinois,2019,292690,1,100.0,0.0
IL,Illinois,2019,293399,2,20000.0,51849.65234375
IL,Illinois,2019,382499,1,1000.0,1448.0020751953125
IL,Illinois,2019,441520,1,10000.0,7086.82373046875
MD,Maryland,2019,292249,1,100000.0,18260.197265625
MI,Michigan,2019,340242,1,10000.0,9939.0810546875
MI,Michigan,2019,340420,1,10000.0,9977.078125
MI,Michigan,2019,382499,1,0.0,9.961524069648345
NC,North Carolina,2019,340420,4,400000.0,92501.18359375
NJ,New Jersey,2019,282510,2,16275.0,82386.883
NJ,New Jersey,2019,283526,1,100000.0,27553.734375
NY,New York,2019,281122,33,580041.0,288786.664
NY,New York,2019,282890,3,300000.0,47758.947265625
NY,New York,2019,292910,1,20000.0,41640.026
NY,New York,2019,382440,1,18711.0,13340.195
PA,Pennsylvania,2019,210690,4,40000.0,30076.6982421875
PA,Pennsylvania,2019,280610,5,2120.0,6532.1832275390625
PA,Pennsylvania,2019,280700,2,200.0,725.4225463867188
PA,Pennsylvania,2019,281420,1,10.0,183.69622802734375
PA,Pennsylvania,2019,283526,1,100000.0,18791.400390625
PA,Pennsylvania,2019,290312,1,1000.0,2074.409912109375
PA,Pennsylvania,2019,290511,4,11200.0,19233.254272460938
PA,Pennsylvania,2019,290512,2,20000.0,23386.0859375
PA,Pennsylvania,2019,290539,6,1140.0,4796.866058349609
PA,Pennsylvania,2019,291411,6,13200.0,11665.224487304688
PA,Pennsylvania,2019,291521,2,200.0,1450.8450927734375
PA,Pennsylvania,2019,291524,1,100.0,725.4225463867188
PA,Pennsylvania,2019,291531,2,200.0,1324.6204223632812
PA,Pennsylvania,2019,292119,1,10.0,179.25645446777344
PA,Pennsylvania,2019,292211,1,100.0,1312.275634765625
PA,Pennsylvania,2019,292690,3,11100.0,37507.042236328125
PA,Pennsylvania,2019,293399,3,11010.0,30769.89727783203
PA,Pennsylvania,2019,382499,1,1000.0,0.0
PA,Pennsylvania,2019,853329,1,10000.0,11037.166015625
SC,South Carolina,2019,285000,2,20000.0,30287.6845703125
SD,South Dakota,2019,842430,1,624.0,15145.119
TN,Tennessee,2019,291539,1,100000.0,0.0
TN,Tennessee,2019,291550,2,158372.0,203115.714
TX,Texas,2019,090520,4,400000.0,773825.921875
TX,Texas,2019,220890,2,200000.0,7509.2880859375
TX,Texas,2019,271012,1,64048.0,67940.882
TX,Texas,2019,280610,9,6285.0,95859.978
TX,Texas,2019,290250,3,0.0,209070.407
TX,Texas,2019,290612,2,0.0,26388.034
TX,Texas,2019,291030,1,20321.0,42197.386
TX,Texas,2019,291422,1,16114.0,27854.055
TX,Texas,2019,291539,1,19541.0,11976.485
TX,Texas,2019,293399,2,200000.0,11404.73828125
TX,Texas,2019,340242,1,10000.0,7308.87939453125
TX,Texas,2019,340420,5,410000.0,95633.662109375
TX,Texas,2019,441510,1,100000.0,19287.51953125
TX,Texas,2019,731100,11,13931.0,43809.994
TX,Texas,2019,732690,4,2369.0,3999.937
TX,Texas,2019,841950,2,7258.0,37855.024
TX,Texas,2019,842390,3,300000.0,6291464.5
TX,Texas,2019,845620,4,400000.0,8843149.125
TX,Texas,2019,847910,2,200000.0,0.0
VA,Virginia,2019,382313,5,396084.0,406047.985
WA,Washington,2019,282890,5,83209.0,98848.794
WA,Washington,2019,285000,1,10000.0,0.0
WA,Washington,2019,382499,1,10000.0,8239.0166015625
WA,Washington,2019,390730,1,10000.0,12536.7119140625
WI,Wisconsin,2019,290545,1,0.0,2.995068639210982
AL,Alabama,2020,293090,12,1200000.0,242456.1796875
CA,California,2020,280038,18,2098570.0,467362.45263671875
DE,Delaware,2020,321290,1,70.7,2278.5000000000005
FL,Florida,2020,282110,1,0.0,322.533
FL,Florida,2020,282510,2,0.0,621.114
FL,Florida,2020,282550,2,0.0,679.318
FL,Florida,2020,282760,1,0.0,177.606
FL,Florida,2020,283640,1,0.0,3044.675
FL,Florida,2020,285000,1,218.0,11261.799
FL,Florida,2020,290244,1,0.0,5988.126
FL,Florida,2020,290339,1,0.0,1644.13
FL,Florida,2020,290532,10,194456.0,161970.112
FL,Florida,2020,290621,2,19201.0,57037.388000000006
FL,Florida,2020,290719,1,0.0,23032.588
FL,Florida,2020,290721,1,0.0,3298.398
FL,Florida,2020,290949,1,0.0,812.507
FL,Florida,2020,291300,1,0.0,1430.52
FL,Florida,2020,291570,1,0.0,1599.623
FL,Florida,2020,291719,1,0.0,710.424
FL,Florida,2020,291739,1,0.0,608.935
FL,Florida,2020,292111,1,0.0,584.578
FL,Florida,2020,292219,1,0.0,405.957
FL,Florida,2020,391000,3,20000.0,70156.249
FL,Florida,2020,732690,10,700.0,499.94
FL,Florida,2020,860900,1,335.0,1150.423
GA,Georgia,2020,291539,13,1300000.0,443186.390625
IL,Illinois,2020,291714,1,25000.0,20999.985
IL,Illinois,2020,382311,1,18371.0,23569.981
IL,Illinois,2020,382312,1,74617.0,76020.018
MD,Maryland,2020,292249,6,600000.0,47638.26318359375
MD,Maryland,2020,320611,1,1000000.0,33928.8515625
MI,Michigan,2020,330420,1,0.0,68.77891195147379
MI,Michigan,2020,330491,2,0.0,120.02609041796985
MI,Michigan,2020,330499,8,0.0,503.3281573277713
MI,Michigan,2020,330590,3,0.0,206.33673585442136
MI,Michigan,2020,340420,2,200000.0,60667.044921875
MI,Michigan,2020,391000,2,0.0,120.02609041796985
MI,Michigan,2020,401699,1,0.0,58.98844368512669
NC,North Carolina,2020,340420,1,100000.0,21280.021484375
NH,New Hampshire,2020,320611,1,1000000.0,33159.61328125
NY,New York,2020,281122,19,355847.0,184708.006
OH,Ohio,2020,291739,1,0.0,11185.517
OH,Ohio,2020,382490,1,1878.0,8158.01
PA,Pennsylvania,2020,220890,1,10000.0,52876.859375
PA,Pennsylvania,2020,250590,1,100.0,0.0
PA,Pennsylvania,2020,280700,1,1000.0,0.0
PA,Pennsylvania,2020,281111,1,1000.0,2704.677490234375
PA,Pennsylvania,2020,282760,1,100.0,686.023193359375
PA,Pennsylvania,2020,283524,1,1000.0,2351.18994140625
PA,Pennsylvania,2020,283630,1,100.0,796.3838
PA,Pennsylvania,2020,290312,2,2000.0,2704.677490234375
PA,Pennsylvania,2020,290512,4,12100.0,35114.56982421875
PA,Pennsylvania,2020,290513,1,10.0,81.17648315429688
PA,Pennsylvania,2020,290539,2,2000.0,5409.35498046875
PA,Pennsylvania,2020,290719,1,1000.0,1065.175048828125
PA,Pennsylvania,2020,291529,1,100.0,686.023193359375
PA,Pennsylvania,2020,291531,1,10.0,81.17648315429688
PA,Pennsylvania,2020,291814,2,200.0,3142.783203125
PA,Pennsylvania,2020,292119,1,100.0,1571.3916015625
PA,Pennsylvania,2020,292249,1,100.0,1571.3916015625
PA,Pennsylvania,2020,292390,1,1.0,36.64692306518555
PA,Pennsylvania,2020,392321,1,100.0,1139.1713
PA,Pennsylvania,2020,392330,1,10.0,121.149506
PA,Pennsylvania,2020,701090,1,1000.0,2876.233154296875
SC,South Carolina,2020,110811,2,200000.0,0.0
SC,South Carolina,2020,110813,1,100000.0,20131.623046875
SC,South Carolina,2020,261610,1,100000.0,2617.7392578125
SC,South Carolina,2020,285000,4,40000.0,39284.67578125
SC,South Carolina,2020,290121,1,100000.0,18045.54296875
SC,South Carolina,2020,290369,1,100000.0,16920.39453125
SC,South Carolina,2020,291590,1,10000.0,9329.794921875
SC,South Carolina,2020,292119,1,100000.0,23970.021484375
SC,South Carolina,2020,292390,5,500000.0,62916.294921875
SC,South Carolina,2020,293369,1,100000.0,23970.021484375
SC,South Carolina,2020,321410,5,500000.0,72788.3154296875
SC,South Carolina,2020,340241,1,100000.0,52582.5234375
SC,South Carolina,2020,340319,2,200000.0,0.0
SC,South Carolina,2020,381129,2,200000.0,56530.833984375
SC,South Carolina,2020,381190,3,300000.0,0.0
SC,South Carolina,2020,382313,1,76432.0,74340.002
SC,South Carolina,2020,382499,1,100000.0,19069.0546875
SC,South Carolina,2020,390110,2,200000.0,24005.73046875
SC,South Carolina,2020,391990,14,1400000.0,358553.146484375
SC,South Carolina,2020,392520,3,300000.0,257352.1484375
SC,South Carolina,2020,392620,1,100000.0,0.0
SC,South Carolina,2020,392690,7,700000.0,638670.15625
SC,South Carolina,2020,401310,3,300000.0,452435.53125
SC,South Carolina,2020,611610,2,200000.0,7165.998
SC,South Carolina,2020,630532,1,100000.0,30008.62890625
SD,South Dakota,2020,392690,1,0.0,146.15733024094834
TN,Tennessee,2020,291539,4,400000.0,43192.369140625
TN,Tennessee,2020,291550,2,160254.0,179088.97
TN,Tennessee,2020,292119,1,100000.0,27801.556640625
TX,Texas,2020,090240,2,200000.0,1016205.1875
TX,Texas,2020,090520,4,400000.0,1424193.53125
TX,Texas,2020,110510,4,400000.0,77884.421875
TX,Texas,2020,170191,1,100.0,407.7280578613281
TX,Texas,2020,180632,1,100000.0,49277.1015625
TX,Texas,2020,190120,6,600000.0,202366.7265625
TX,Texas,2020,220190,5,2300.0,1821.1044311523438
TX,Texas,2020,220210,2,110.0,266.630817234375
TX,Texas,2020,220300,6,1500.0,828.5640429687501
TX,Texas,2020,220890,8,242000.0,164954.88708496094
TX,Texas,2020,230990,2,200000.0,4666.07275390625
TX,Texas,2020,250100,5,31100.0,8465.083679199219
TX,Texas,2020,250300,1,100000.0,4558.2216796875
TX,Texas,2020,250590,2,200.0,136.3519
TX,Texas,2020,270750,3,248608.0,169783.30800000002
TX,Texas,2020,271012,3,221093.0,23920.69975390625
TX,Texas,2020,271019,2,67142.0,53683.616
TX,Texas,2020,280610,31,14194.0,67477.5410767578
TX,Texas,2020,280700,19,6850.0,5910.560273214844
TX,Texas,2020,280920,10,23500.0,13672.713870136718
TX,Texas,2020,281000,4,1030.0,2153.760018320312
TX,Texas,2020,281111,4,4000.0,6877.634521484375
TX,Texas,2020,281119,1,10.0,37.549484
TX,Texas,2020,281420,6,13200.0,10487.185974121094
TX,Texas,2020,281511,11,10640.0,12595.477159833985
TX,Texas,2020,281512,1,1000.0,1280.72607421875
TX,Texas,2020,281520,2,200.0,830.0762023925781
TX,Texas,2020,282590,1,10.0,36.0191
TX,Texas,2020,282619,1,100.0,404.5412292480469
TX,Texas,2020,282710,3,30.0,226.45342
TX,Texas,2020,282720,1,100.0,86.07488
TX,Texas,2020,282760,3,210.0,836.8406637207031
TX,Texas,2020,283210,3,120.0,569.45248
TX,Texas,2020,283319,3,210.0,1047.4507595019531
TX,Texas,2020,283321,7,520.0,2807.3147908984374
TX,Texas,2020,283325,1,100.0,418.0329895019531
TX,Texas,2020,283327,2,2000.0,2393.6095581054688
TX,Texas,2020,283421,2,20.0,75.154575
TX,Texas,2020,283522,2,110.0,457.1107137695313
TX,Texas,2020,283524,2,1100.0,2142.1605224609375
TX,Texas,2020,283630,4,310.0,1176.65133
TX,Texas,2020,283640,2,20.0,37.549484
TX,Texas,2020,284161,3,30.0,113.300815
TX,Texas,2020,290110,36,3102300.0,309871.0586242676
TX,Texas,2020,290122,2,200000.0,25039.36328125
TX,Texas,2020,290123,1,100000.0,12073.83203125
TX,Texas,2020,290219,40,4000000.0,454081.3408203125
TX,Texas,2020,290230,8,433127.0,287272.1458081055
TX,Texas,2020,290244,31,2636195.0,1710712.327665
TX,Texas,2020,290250,6,0.0,408801.076
TX,Texas,2020,290312,10,9100.0,6677.386769648438
TX,Texas,2020,290313,2,1100.0,381.5716552734375
TX,Texas,2020,290323,1,1000.0,572.0611572265625
TX,Texas,2020,290343,1,1000.0,1795.127685546875
TX,Texas,2020,290391,2,200.0,793.6148681640625
TX,Texas,2020,290410,9,72.0,1969.636915
TX,Texas,2020,290511,8,33200.0,26675.670471191406
TX,Texas,2020,290512,23,106610.0,160421.35402117186
TX,Texas,2020,290513,2,200.0,164.538885
TX,Texas,2020,290522,2,200000.0,12435.6044921875
TX,Texas,2020,290531,7,447313.0,256852.544
TX,Texas,2020,290539,7,34000.0,34753.16076660156
TX,Texas,2020,290545,2,200.0,0.0
TX,Texas,2020,290711,10,829828.0,632701.881
TX,Texas,2020,290713,1,100000.0,12068.89453125
TX,Texas,2020,290941,9,734307.0,394463.348
TX,Texas,2020,291211,4,300010.0,24174.7126465625
TX,Texas,2020,291411,29,85700.0,122118.98226928711
TX,Texas,2020,291479,1,100.0,405.3137512207031
TX,Texas,2020,291521,14,4100.0,4014.4661607226562
TX,Texas,2020,291524,1,100.0,405.3137512207031
TX,Texas,2020,291529,5,1310.0,3157.934157900391
TX,Texas,2020,291531,5,2120.0,1552.4416941992188
TX,Texas,2020,291711,1,10.0,326.9110107421875
TX,Texas,2020,291814,1,100.0,937.8733520507812
TX,Texas,2020,291815,3,30.0,682.8441772460938
TX,Texas,2020,291829,1,100.0,915.115478515625
TX,Texas,2020,292119,5,19924.0,28942.79038397217
TX,Texas,2020,292129,2,110.0,1191.8594360351562
TX,Texas,2020,292219,1,100000.0,13728.490234375
TX,Texas,2020,292249,9,300420.0,64448.80641937256
TX,Texas,2020,292390,3,100002.0,13898.236141875
TX,Texas,2020,292690,11,45200.0,91609.54425048828
TX,Texas,2020,293090,1,100.0,906.002197265625
TX,Texas,2020,293211,4,50221.0,98834.69246679687
TX,Texas,2020,293299,1,1000.0,1325.771240234375
TX,Texas,2020,293359,1,10.0,333.89202880859375
TX,Texas,2020,293369,3,1200.0,7488.3265380859375
TX,Texas,2020,293379,6,50100.0,161276.1748046875
TX,Texas,2020,293399,3,12000.0,23881.35205078125
TX,Texas,2020,293627,1,10.0,1933.9351806640625
TX,Texas,2020,294000,2,20.0,399.5377731323242
TX,Texas,2020,310420,2,110.0,464.6299660253906
TX,Texas,2020,310540,1,10.0,42.755474
TX,Texas,2020,310559,1,100.0,432.0529479980469
TX,Texas,2020,320414,1,100000.0,12872.208984375
TX,Texas,2020,330112,6,600000.0,344435.046875
TX,Texas,2020,330730,1,100000.0,49938.8984375
TX,Texas,2020,340250,4,300000.0,163355.2018699646
TX,Texas,2020,340290,1,100000.0,54440.6171875
TX,Texas,2020,340399,1,100.0,456.09735
TX,Texas,2020,340420,4,310000.0,29132.58709375
TX,Texas,2020,380510,5,500000.0,197964.46484375
TX,Texas,2020,381129,1,100000.0,40948.69921875
TX,Texas,2020,382311,1,100.0,1019.3907470703124
TX,Texas,2020,382499,2,2000.0,1227.501526171875
TX,Texas,2020,390220,1,100000.0,19660.521484375
TX,Texas,2020,392010,1,100000.0,0.0
TX,Texas,2020,392350,2,2000.0,3409.464111328125
TX,Texas,2020,392690,2,200.0,2087.1014
TX,Texas,2020,480620,5,500000.0,156004.333984375
TX,Texas,2020,600543,3,300000.0,17584.2236328125
TX,Texas,2020,600633,8,800000.0,29973.974609375
TX,Texas,2020,620462,3,300000.0,3998.0302734375
TX,Texas,2020,620463,3,300000.0,3901.365966796875
TX,Texas,2020,701090,7,42100.0,49167.205139160156
TX,Texas,2020,731021,1,10000.0,32411.873046875
TX,Texas,2020,731100,6,7712.0,41852.246999999996
TX,Texas,2020,732111,2,200000.0,246262.671875
TX,Texas,2020,732190,1,100000.0,400428.3125
TX,Texas,2020,732690,6,1891.0,6620.261
TX,Texas,2020,820551,3,2100.0,925.06154
TX,Texas,2020,845620,2,200000.0,4784138.0
TX,Texas,2020,847989,1,100.0,1851.1068115234375
TX,Texas,2020,870193,1,100000.0,2304744.5
TX,Texas,2020,940519,4,400000.0,327337.34375
VA,Virginia,2020,382313,3,240657.0,241081.967
WA,Washington,2020,170191,1,100.0,0.0
WA,Washington,2020,220110,1,100.0,128.86260986328125
WA,Washington,2020,280700,2,1100.0,5897.729553222656
WA,Washington,2020,281000,1,10.0,301.1783142089844
WA,Washington,2020,282890,11,185398.0,217248.614
WA,Washington,2020,283230,1,10.0,322.90899658203125
WA,Washington,2020,283327,1,1000.0,1419.9251708984375
WA,Washington,2020,283524,1,100.0,763.505859375
WA,Washington,2020,284321,3,300.0,2294.018798828125
WA,Washington,2020,285000,2,20000.0,12291.9189453125
WA,Washington,2020,290230,1,1000.0,1462.6529541015625
WA,Washington,2020,290410,1,10.0,0.0
WA,Washington,2020,290511,1,10000.0,42331.6171875
WA,Washington,2020,290512,3,21000.0,58409.90393066406
WA,Washington,2020,290513,1,10.0,102.6887664794922
WA,Washington,2020,290539,2,1010.0,5521.772445678711
WA,Washington,2020,291529,1,10.0,0.0
WA,Washington,2020,291590,1,100.0,1640.9412841796875
WA,Washington,2020,291711,1,100.0,0.0
WA,Washington,2020,291814,1,100.0,1627.09912109375
WA,Washington,2020,292119,1,0.0,19561.939
WA,Washington,2020,292219,1,100.0,0.0
WA,Washington,2020,292690,2,20000.0,0.0
WA,Washington,2020,293359,1,100.0,387.5597534179687
WA,Washington,2020,293369,2,110.0,5958.145446777344
WA,Washington,2020,293379,1,1000.0,4002.0771484375
WA,Washington,2020,382200,2,41.8,2014.0
WA,Washington,2020,902750,2,41.8,2937.9
WA,Washington,2020,902790,2,41.8,533.4
CA,California,2021,280038,17,2047585.0,326785.966796875
CA,California,2021,284020,1,100000.0,27381.84375
CA,California,2021,310210,1,19051.0,17954.99
DE,Delaware,2021,282739,1,20.0,1830.348
FL,Florida,2021,290319,1,0.0,20174.91
FL,Florida,2021,292122,1,0.0,2289.082
FL,Florida,2021,292610,1,0.0,2211.69
FL,Florida,2021,292910,1,0.0,4271.853
GA,Georgia,2021,291539,14,1400000.0,641635.73046875
MI,Michigan,2021,340420,2,200000.0,100896.12109375
NC,North Carolina,2021,340242,2,200000.0,173700.234375
NJ,New Jersey,2021,283526,2,110000.0,38492.55859375
NJ,New Jersey,2021,290711,1,0.0,3516.282999999999
NY,New York,2021,281122,8,149688.0,72793.12299999999
NY,New York,2021,851679,1,11.5212368,346.14
OH,Ohio,2021,271012,1,2174.0,7974.612
OH,Ohio,2021,285390,1,3273.0,7561.253
OH,Ohio,2021,290110,1,2174.0,2024.992
OH,Ohio,2021,290313,1,327.0,2143.363
OH,Ohio,2021,290621,1,425.0,3727.855
OH,Ohio,2021,292690,1,3135.0,22464.006
PA,Pennsylvania,2021,210610,1,22.0,0.0
PA,Pennsylvania,2021,283526,4,220000.0,45136.408203125
PA,Pennsylvania,2021,511910,1,110.0,0.0
SC,South Carolina,2021,110811,1,100000.0,15918.671875
SC,South Carolina,2021,271019,2,200000.0,15417.5322265625
SC,South Carolina,2021,291590,2,200000.0,43529.681640625
SC,South Carolina,2021,291990,1,100000.0,23882.41015625
SC,South Carolina,2021,292390,3,300000.0,67412.091796875
SC,South Carolina,2021,292529,2,200000.0,61836.875
SC,South Carolina,2021,321410,2,200000.0,14382.8291015625
SC,South Carolina,2021,340239,4,400000.0,309075.15625
SC,South Carolina,2021,340250,2,200000.0,114124.3125
SC,South Carolina,2021,340290,2,200000.0,154537.578125
SC,South Carolina,2021,340319,4,400000.0,226328.578125
SC,South Carolina,2021,381129,8,800000.0,240941.9921875
SC,South Carolina,2021,381511,1,100000.0,32642.8125
SC,South Carolina,2021,382313,5,390595.0,538102.9879999999
SC,South Carolina,2021,382499,6,600000.0,128138.380859375
SC,South Carolina,2021,391990,1,100000.0,41008.51171875
SC,South Carolina,2021,392690,3,300000.0,367710.484375
SC,South Carolina,2021,400220,3,300000.0,257415.9609375
SC,South Carolina,2021,401310,1,100000.0,214573.046875
SC,South Carolina,2021,611610,2,200000.0,4527.906
SC,South Carolina,2021,630532,3,300000.0,65991.2265625
SC,South Carolina,2021,761010,1,100000.0,463881.0
SC,South Carolina,2021,970121,2,200000.0,356502.0625
SC,South Carolina,2021,970191,2,200000.0,777104.9375
TN,Tennessee,2021,291539,10,1000000.0,116477.53515625
TN,Tennessee,2021,291550,1,20194.0,36345.189
TX,Texas,2021,040620,7,700000.0,48405.1650390625
TX,Texas,2021,151620,3,300000.0,76550.09765625
TX,Texas,2021,151790,2,200000.0,0.0
TX,Texas,2021,190120,17,1600010.0,750050.3151416779
TX,Texas,2021,190219,1,100000.0,27078.94921875
TX,Texas,2021,210310,3,300000.0,39940.6171875
TX,Texas,2021,220190,7,13300.0,8738.59434501172
TX,Texas,2021,220300,1,100.0,179.67344665527344
TX,Texas,2021,220720,9,900000.0,20237.11181640625
TX,Texas,2021,220830,15,1500000.0,55279.36669921875
TX,Texas,2021,220860,1,100000.0,3914.572998046875
TX,Texas,2021,220890,5,212000.0,16797.09130859375
TX,Texas,2021,230990,1,100000.0,4496.533203125
TX,Texas,2021,250100,4,11020.0,6749.714722070313
TX,Texas,2021,270750,2,155958.0,139521.79599999997
TX,Texas,2021,271012,7,700000.0,33510.837890625
TX,Texas,2021,271019,1,100000.0,14131.0908203125
TX,Texas,2021,280120,5,50.0,354.4169235229492
TX,Texas,2021,280610,17,10327.0,120164.45459445703
TX,Texas,2021,280700,10,3430.0,3489.039394273437
TX,Texas,2021,280800,1,60846.0,29594.925
TX,Texas,2021,280920,6,12300.0,8100.988162949218
TX,Texas,2021,281000,1,10.0,162.45221
TX,Texas,2021,281111,4,3100.0,6562.538705078125
TX,Texas,2021,281420,8,4130.0,9246.333320855469
TX,Texas,2021,281511,9,20520.0,24337.68022923047
TX,Texas,2021,281520,1,100.0,460.3316650390625
TX,Texas,2021,282590,1,1000.0,822.1624755859375
TX,Texas,2021,282619,1,100.0,405.74545
TX,Texas,2021,282710,1,10.0,162.45221
TX,Texas,2021,282760,1,100.0,446.4473571777344
TX,Texas,2021,283210,2,20.0,79.25250299999999
TX,Texas,2021,283319,3,1200.0,2434.77229921875
TX,Texas,2021,283327,2,2000.0,3414.4622802734375
TX,Texas,2021,283340,1,1000.0,2757.801025390625
TX,Texas,2021,283421,1,10.0,55.851406
TX,Texas,2021,283429,4,1300.0,3868.3209228515625
TX,Texas,2021,283522,1,100.0,0.0
TX,Texas,2021,283524,3,1110.0,2299.282153912109
TX,Texas,2021,283531,2,2000.0,1845.992431640625
TX,Texas,2021,283630,2,1001.0,16.552113
TX,Texas,2021,284161,1,100.0,464.1722717285156
TX,Texas,2021,284321,2,200.0,1275.067626953125
TX,Texas,2021,290110,65,5503610.0,579917.1439398008
TX,Texas,2021,290122,10,1000000.0,106736.2421875
TX,Texas,2021,290219,2,200000.0,26684.060546875
TX,Texas,2021,290230,24,1916813.0,1718978.5862416993
TX,Texas,2021,290244,37,3294992.0,2932073.371
TX,Texas,2021,290312,12,25649.0,40469.88301569922
TX,Texas,2021,290323,3,2100.0,1334.3203125
TX,Texas,2021,290391,2,200.0,926.1490783691406
TX,Texas,2021,290410,4,121.0,1492.2479225390625
TX,Texas,2021,290511,13,142600.0,43327.7258605957
TX,Texas,2021,290512,27,438264.0,740523.463746582
TX,Texas,2021,290513,2,40779.0,77572.639
TX,Texas,2021,290531,10,762618.0,634185.116
TX,Texas,2021,290532,1,100000.0,14085.919921875
TX,Texas,2021,290539,7,24100.0,19285.74744419922
TX,Texas,2021,290545,3,300.0,1390.3213500976562
TX,Texas,2021,290711,25,2063453.0,2600963.975
TX,Texas,2021,290713,1,100000.0,13741.9375
TX,Texas,2021,290941,6,490273.0,368716.431
TX,Texas,2021,291411,26,88910.0,140507.18100930273
TX,Texas,2021,291521,5,21605.0,34938.33059132813
TX,Texas,2021,291529,1,1000.0,0.0
TX,Texas,2021,291531,5,320.0,560.6702191914062
TX,Texas,2021,291533,1,10.0,0.0
TX,Texas,2021,291539,1,3.0,698.002
TX,Texas,2021,291611,1,20502.0,67331.669
TX,Texas,2021,291711,1,100.0,1088.2210693359375
TX,Texas,2021,291815,2,20.0,713.51123046875
TX,Texas,2021,292090,1,100.0,3085.476806640625
TX,Texas,2021,292119,1,100.0,1072.2437744140625
TX,Texas,2021,292121,1,100.0,859.30712890625
TX,Texas,2021,292159,3,300000.0,52233.1875
TX,Texas,2021,292219,5,23000.0,32080.67626953125
TX,Texas,2021,292249,1,100.0,0.0
TX,Texas,2021,292320,1,100000.0,15641.330078125
TX,Texas,2021,292419,2,200.0,1236.6092071533203
TX,Texas,2021,292690,12,335100.0,110249.85876464844
TX,Texas,2021,293040,1,100.0,3482.53271484375
TX,Texas,2021,293090,2,200.0,1094.2249755859375
TX,Texas,2021,293299,2,1010.0,1564.3199462890625
TX,Texas,2021,293339,2,20.0,150.49608612060547
TX,Texas,2021,293359,2,110.0,1246.37348171875
TX,Texas,2021,293369,2,200.0,7321.6943359375
TX,Texas,2021,293379,4,22000.0,39717.7568359375
